金卡？	金卡										29999	27491	0	26		0	0	0	0	1	1	9999	1	0					0	0	0	0	0	0																																																						0	0	1			0			100	0	0			0
头饰？？	V1会员勋章										20001	99176		55		0	1	0	0	1	1	1	1	0	999	999			0	0	50	50	30	30	30	30	20	20	10	10	0	0	0	0	0	0	0	0	100	100	100	100																	5	5	5	5	5	5	5	5	5	5	5	5								0	0	1			0	16001	16001	100	0	0	0	0	0
头饰？？	V2会员勋章										20002	99177		55		0	1	0	0	1	1	1	1	0	999	999			0	0	55	55	33	33	33	33	22	22	11	11	0	0	0	0	0	0	0	0	110	110	110	110																	5	5	5	5	5	5	5	5	5	5	5	5								0	0	1			0	16001	16001	100	0	0	0	0	0
头饰？？	V3会员勋章										20003	99178		55		0	1	0	0	1	1	1	1	0	999	999			0	0	60	60	36	36	36	36	24	24	12	12	0	0	0	0	0	0	0	0	120	120	120	120																	5	5	5	5	5	5	5	5	5	5	5	5								0	0	1			0	16001	16001	100	0	0	0	0	0
头饰？？	V4会员勋章										20004	99179		55		0	1	0	0	1	1	1	1	0	999	999			0	0	65	65	39	39	39	39	26	26	13	13	5	0	0	0	5	0	0	0	130	130	130	130																	5	5	5	5	5	5	5	5	5	5	5	5								0	0	1			0	16001	16001	100	0	0	0	0	0
头饰？？	V5会员勋章										20005	99180		55		0	1	0	0	1	1	1	1	0	999	999			0	0	70	70	42	42	42	42	28	28	14	14	5	0	0	0	5	0	0	0	140	140	140	140																	5	5	5	5	5	5	5	5	5	5	5	5								0	0	1			0	16001	16001	100	0	0	0	0	0
头饰？？	V6会员勋章										20006	99181		55		0	1	0	0	1	1	1	1	0	999	999			0	0	75	75	45	45	45	45	30	30	15	15	5	0	0	0	5	0	0	0	150	150	150	150																	5	5	5	5	5	5	5	5	5	5	5	5								0	0	1			0	16001	16001	100	0	0	0	0	0
头饰？？	V7会员勋章										20007	99182		55		0	1	0	0	1	1	1	1	0	999	999			0	0	80	80	48	48	48	48	32	32	16	16	10	0	0	0	10	0	0	0	160	160	160	160																	5	5	5	5	5	5	5	5	5	5	5	5								0	0	1			0	16001	16001	100	0	0	0	0	0
头饰？？	V8会员勋章										20008	99183		55		0	1	0	0	1	1	1	1	0	999	999			0	0	90	90	51	51	51	51	35	35	17	17	10	0	0	0	10	0	0	0	170	170	170	170																	5	5	5	5	5	5	5	5	5	5	5	5								0	0	1			0	16001	16001	100	0	0	0	0	0
头饰？？	V9会员勋章										20009	99187		55		0	1	0	0	1	1	1	1	0	999	999			0	0	100	100	60	60	60	60	40	40	22	22	15	0	0	0	15	0	0	0	188	188	188	188																	5	5	5	5	5	5	5	5	5	5	5	5								0	0	1			0	16001	16001	100	0	0	0	0	0
